plcyNo,bscPlanCycl,bscPlanPlcyWayNo,bscPlanFcsAsmtNo,bscPlanAsmtNo,pvsnInstGroupCd,plcyPvsnMthdCd,plcyAprvSttsCd,plcyNm,plcyKywdNm,plcyExplnCn,lclsfNm,mclsfNm,plcySprtCn,sprvsnInstCd,sprvsnInstCdNm,sprvsnInstPicNm,operInstCd,operInstCdNm,operInstPicNm,sprtSclLmtYn,aplyPrdSeCd,bizPrdSeCd,bizPrdBgngYmd,bizPrdEndYmd,bizPrdEtcCn,plcyAplyMthdCn,srngMthdCn,aplyUrlAddr,sbmsnDcmntCn,etcMttrCn,refUrlAddr1,refUrlAddr2,sprtSclCnt,sprtArvlSeqYn,sprtTrgtMinAge,sprtTrgtMaxAge,sprtTrgtAgeLmtYn,mrgSttsCd,earnCndSeCd,earnMinAmt,earnMaxAmt,earnEtcCn,addAplyQlfcCndCn,ptcpPrpTrgtCn,inqCnt,rgtrInstCd,rgtrInstCdNm,rgtrUpInstCd,rgtrUpInstCdNm,rgtrHghrkInstCd,rgtrHghrkInstCdNm,zipCd,plcyMajorCd,jobCd,schoolCd,aplyYmd,frstRegDt,lastMdfcnDt,sbizCd,_category
20251107005400211817,1,002,005,011,0054002,0042013,0044002,대학기숙사 확충,주거지원,대학 기숙사 확충,주거,기숙사,대학 기숙사 확충,6410328,경기도 자치행정국 자치행정과,안희정,       ,,,Y,0057003,0056002,        ,        ,2025년,"학자금지원구간통지서,
재학증명서, 성적증명서 등 제출",심사 후 발표,,"학자금지원구간통지서,
재학증명서, 성적증명서 등 제출",,https://www.gg.go.kr/,,0,N,19,39,N,0055003,0043001,0,0,,,,116,6410000,경기도,0000000,경기도,6410000,경기도,"41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830",0011009,0013010,0049010,,2025-11-07 15:26:31,2026-01-01 00:00:00,0014010,주거
20250903005400211614,1,002,006,013,0054002,0042006,0044002,청년월세 지원사업,"주거지원,보조금",고금리·고물가 등으로 경제적 어려움을 겪는 청년층의 주거비 경감을 위해 청년이 실제 납부한 월세를 최대 20만원씩 최대 24개월간 지원,주거,전월세 및 주거급여 지원,"○ (관련근거) 「청년기본법」제20조, 「주거기본법」제13조
○ (사업기간) 2022년 8월 ~ 2027년 12월
○ (지원내용) 실제 납부한 월세를 월 최대 20만원씩 최대 24개월 지원
  - (대상연령) 19~34세 이하 부모님과 별도 거주하는 무주택 청년
  - (지원요건) 청년가구 중위소득 60% 이하 & 재산 122백만원 이하이면서, 원가구 중위소득 100% 이하 & 재산 470만원 이하",5690354,청년정책담당관,민선영,       ,,,N,0057001,0056002,        ,        ,상시,"(온라인)복지로, (방문신청)세종시청 청년정책담당관실
 ※ 복지로 온라인신청 경로: 복지로 로그인 > 서비스 신청 > 복지서비스 신청 > 복지급여 신청 > 기타 > 청년월세 한시 특별지원","① 신청, 접수
   - 온라인(복지로) / 오프라인(시청)
② 소득재산조사
   - 공적자료 조회(행복e음)
③ 지원결정
   - 45일 이내 통보
④ 월세지급
   - 매월 25일",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004661,"임대차계약서, 월세이체 증빙서류(최근3개월), 통장사본, 청약통장사본, 가족관계증명서(상세-주민등록번호 전부공개, 본인·부·모기준 각 1부씩) 등",,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004661,,641,N,19,34,N,0055003,0043003,0,0,중위소득 60% 이하,,"주택 소유자(분양권, 입주권 포함), 직계존속·형제·자매 등 2촌 이내 혈족(배우자의 2촌 이내 혈족 포함) 주택 임차, 공공주택특별법에 따른 공공임대주택(공무원임대주택 포함) 거주, 1실(방)에 다수가 거주하는 방식의 전대차인 경우(단, 1실에 다수가 거주하는 경우라도 임대인과 별도 임대차계약 체결 시 지원 가능), 국토부 또는 지자체 에서 시행하는 청년월세 지원 수혜 중인 자(수혜종료 후 신청 가능) 등",2727,5690008,세종특별자치시 기획조정실,5690000,세종특별자치시,5690000,세종특별자치시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,20240226 ~ 20250225,2025-09-03 17:08:10,2025-09-03 17:46:21,0014010,주거
20250903005400211608,1,002,006,012,0054002,0042006,0044002,기초청년 주거급여(임차급여),"보조금,주거지원","주거급여 수급가구원 중 취학, 구직 등을 목적으로 부모와 따로 거주하는 미혼청년(19세 이상 30세 미만)에게 별도 주거급여를 지급하여 주거안정과 자립 도모",주거,전월세 및 주거급여 지원,"○ (관련근거) 「국민기초생활보장법」제11조(주거급여),  「주거급여법」제7조의2(주거급여의 분리 지급)
○ (사업기간) 2021년 ~ 계속
○ (지원내용) 청년 주소지 기준임대료 상한으로 실제임차료 지급
  - (대상연령) 임차 또는 자가가구 내 만19세~30세 미만 미혼 청년
  ※ 청년가구원 연령 기준: 만 19세가 되는 해에 1월 1일을 맞이한 사람을 포함하고, 지급이 제외되는 만 30세의 경우에는 출생월을 적용
  - (임차계약) 청년명의의 임대차계약을 체결하고 임차료를 지불하는 청년에게 지급(전입신고필수)
  - (지원인원 수) 동일 시·군내 거주하는 2명 이상의 청년은 1명만 분리지급을 인정하되 기숙사·사택 등에 거주하는 경우는 모두 인정
  - (분리거주 공간적 기준) 주거급여 수급가구의 부모와 청년이 주민등록상 시·군을 달리하는 경우 인정하되, 동일 시·군이라도 보장기관이 인정하는 경우는 예외로 함

○ (지원절차) 
  ① 청년주거급여 신청
     - 방문 신청(원가족 주소지 읍면동) / 온라인 신청(복지로 홈페이지)
   ② 주택조사
      - 방문, 서류심사(LH)
   ③ 지원대상 조사
      - 소득재산 등 자격요건 조사(시청 통합조사팀)
    ④ 보장결정 및 급여지급(시청 주택과)",5690447,주택과,임현정,       ,,,N,0057003,0056002,        ,        ,상시,"- 신청권자 : 주거급여 수급가구의 가구원, 친족, 기타 관계인, 담당 공무원
※ 대리신청도 가능하나 위임장 필요, 담당 공무원 직권신청은 수급권자 동의 필요

- 신청방법 : 방문 신청(수급가구 내 가구주(부모)가 거주하는 읍·면·동 행정복지센터) 또는 온라인 신청(복지로(www.bokjiro.go.kr))",- 처리기한: 30일 (60일까지 연장가능),https://www.bokjiro.go.kr/,"- 사회보장급여 제공(변경) 신청서(신청인의 신분증 지참)
- 청년 주거급여 분리지급 신청서
- 임차(전대차)가구임을 증빙할 수 있는 서류
- 최근 3개월 내 임차료 증빙 서류
- 통장사본
 ※ 대리신청시 위임장, 수급권자의 신분증 사본 및 대리인 신분증 지참",,https://www.bokjiro.go.kr/,,100,N,19,30,N,0055002,0043003,0,0,가구원수별 소득인정액 선정기준 이내,임차급여 또는 수선유지급여를 지급받는 수급자의 미혼 청년가구원이어야 함,,2347,5690008,세종특별자치시 기획조정실,5690000,세종특별자치시,5690000,세종특별자치시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,,2025-09-03 16:04:28,2026-01-01 00:00:00,0014003,주거
20250902005400211579,1,002,005,010,0054002,0042013,0044002,이웃사촌시범마을시설운영 (금수장및청년주거지등),주거지원,"ㅇ (목적) 유입초기 청년 주거 지원
ㅇ (대상) 지역 청년
ㅇ (주요내용) 청년 주거지 및 워케이션 공간 지원
ㅇ (전달체계) 군-위탁단체-지역청년",주거,주택 및 거주지,"ㅇ (목적) 유입초기 청년 주거 지원
ㅇ (대상) 지역 청년
ㅇ (주요내용) 청년 주거지 및 워케이션 공간 지원
ㅇ (전달체계) 군-위탁단체-지역청년",5150215,관광복지국,,       ,,,N,0057003,0056002,        ,        ,공실 발생 시,,,,,,www.usc.go.kr,,0,N,19,45,N,0055003,0043001,0,0,,,,224,5150215,경상북도 의성군 관광복지국,5150000,경상북도 의성군,6470000,경상북도,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,,2025-09-02 16:54:31,2026-01-01 00:00:00,0014010,주거
20250729005400211503,1,002,007,015,0054002,0042006,0044002,경기도 공공기숙사 운영,주거지원,경기도 대학생 및 청년을 대상으로 안전하고 쾌적한 공공 기숙환경을 제공하여 주거비 부담경감과 지역의 인재육성,주거,주택 및 거주지,"ㅇ 사업대상 : 경기도 대학생 및 청년
ㅇ 사업내용 : 기숙사 운영·관리, 입사생 생활지원, 급식실 운영 등
ㅇ 지원자격 
 - 입사선발 서류접수일 기준 1년이상 계혹하여 경기도에 주민등록이 되어 있는 대학생 및 청년
 - 기준일 현재 도에 주민등록이 되어 있고, 기준일 이전에 도에 주민등록이 되어 있던 기간의 합산이 10년 이상인 대학생 또는 청년
ㅇ 선발기준 
 - 대학생 : 소득(100)+가산점(차상위계층, 국가유공자, 북한이탈주민, 장애인, 다자녀가정 등)
 - 청  년 : 소득(30)+면접(40)+독립계획서(20)
ㅇ 선발절차 : (매년 12월~1월) 공고→온라인접수→서류심사→청년면접(심사위원)→선정→입사
ㅇ 입사비 : 1인실(장애인 5실) 월 25만원, 3인실 월 20만원 * 보증금 월 입사비와 동일",6412843,청년기회과,윤석선,       ,,경기도기숙사,N,0057003,0056001,20250101,20251231,,ㅇ 신청방법 : 누리집(홈페이지) https://www.ggdorm.or.kr  → 회원가입(본인인증) →    입사/퇴사안내 → 입사신청에서 입사지원,ㅇ 누리집(홈페이지)  https://www.ggdorm.or.kr  공지 확인,https://www.ggdorm.or.kr,"[대학생·청년 공통]
· 입사지원서 (온라인 입력)
· 개인정보 수집·이용 동의서 (온라인 입력)
· 본인의 주민등록초본 (주소이력 포함)
· 보호자 명의의 가족관계증명서 (가족관계 전부 기록)
· 제출서류 체크리스트 (지정양식)
[대학생 공통]
· 재학생-재학증명서
 신입생-합격통지서 또는 대학지원 수험표
 복학생-복학증빙서류
· 본인 또는 가족의 학자금 지원구간 통지서
  (모집기간 해당 학기 분이 없는 경우 직전학기 통지서 가능)
  ※ 미제출 시 ‘10구간’ 적용
[대학생 우선선발대상]
· 국민기초생활보장 수급자 증명서(부·모 또는 본인)
· 가정위탁보호 확인서(본인)
· 공동생활가정 보호 사실증명서(본인)
· 인구감소지역(가평군, 연천군) 거주 확인서
[대학생 가점대상]
· 차상위계층 증명서(부모 또는 본인)
 (의료, 주거, 교육, 한부모 포함)
· 국가유공자(유족, 가족) 확인서
· 북한이탈주민등록 확인서
· 장애인증명서
· 다자녀가정 증빙 서류
· 다문화가정 증빙 서류
[청년]
· 독립계획서
· 본인의 건강보험 납부확인서 및 자격득실 확인서 
  (미취업자인 경우 부,모의 건강보험 납부확인서 및 본인과 부,모의 자격득실 확인서 제출)

",,,,278,N,15,39,N,0055003,0043003,0,0,소득점수 : 국민건강보험료 납부합산액 평가,,"ㅇ 퇴학 및 정학 처분을 받은 자
ㅇ 휴학한 자(단, 군복무 마친 후 복학 예정자 제외
ㅇ 법정 전염병 등 기타 사유로 공동생활에 부적합한 것으로 판단되는 자
ㅇ 신분전환 및 본인이 희망하여 퇴사하거나 계속 거주하지 아니한 자",1674,6412843,경기도 미래평생교육국 청년기회과,6412831,경기도 미래평생교육국,6410000,경기도,"41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830",0011009,0013010,0049010,,2025-07-29 15:56:27,2026-01-01 00:00:00,0014010,주거
20250718005400211383,1,002,005,010,0054002,0042006,0044002,공공임대주택 공급,공공임대주택,"사회초년생, 대학생, 신혼부부 등 주거안정을 위한 공공주택 공급",주거,주택 및 거주지,"사회초년생, 대학생, 신혼부부 등을 대상으로 공공주택 공급 확대를 통한 주거비 부담 완화로 무주택 서민의 주거안정 도모",1613000,국토교통부,김기훈,1613000,국토교통부,,N,0057003,0056001,20250101,20251231,,ㅇ 입주자공고 → 신청접수 → 자격검증 및 소명 → 당첨자 발표 → 계약체결 및 입주,ㅇ 입주자공고 → 신청접수 → 자격검증 및 소명 → 당첨자 발표 → 계약체결 및 입주,,"ㅇ  신청서류
  - 본인 확인 서류(주민등록증, 운전면허증, 여권만 인정) 사본 제출
  - 공급 신청서(모집 공고의 첨부 양식 작성 제출)
  - 개인정보 수집 이용 및 제3자 제공 동의서
    · (대상자) 신청자를 포함한 세대구성원 전원
     예비 신혼부부의 경우 혼인으로 구성될 세대구성원 전원","ㅇ  입주대상: 입주자 모집공고일 현재 성년자인 무주택자 또는 무주택 구성원, 기준중위소득, 자산 및 자동차기준 충족",www.jpdc.co.kr,https://apply.lh.or.kr,0,N,0,0,Y,0055003,0043003,0,0,"모집 공고일 현재 무주택세대구성원(청년 및 혼인중이 아닌 경우로서 단독세대주로 입주하려는 고령자는 무주택자)으로서 자산, 소득 기준 및 입주자격 구분별 입주자격 충족","❍ 입주대상: 입주자 모집공고일 현재 성년자인 무주택자 또는 무주택 구성원
  - (일반공급)
    · 청년, 신혼부부·한부모(6세 이하 자녀 있는 경우), 고령자, 일반계층
    · 기준 중위소득 150% 이하, 자산 및 자동차 기준 충족
  - (우선공급)
    · 청년, 다자녀가구, 수급자, 신혼부부·한부모, 고령자, 장애인 등 여러계층
    · 기준 중위소득 100% 이하, 자산 및 자동차 기준 충족",,1643,6500862,제주특별자치도 건설주택국,6500000,제주특별자치도,6500000,제주특별자치도,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,,2025-07-18 09:47:33,2026-01-01 00:00:00,"0014003,0014004,0014005,0014007,0014009",주거
20250715005400211273,1,002,007,016,0054002,0042002,0044002,주택 안심계약 도움서비스 제공,주거지원,청년 등 안정적인 지역 정착과 주거복지 향상에 기여하기 위한 맞춤형 부동산 전문상담 및 집보기 동행서비스 제공,주거,주택 및 거주지,사회초년생 청년 등을 위한 주거 상담 「주택 안심 계약 도움 서비스」제공,6441184,건설교통국,,       ,,,N,0057003,0056001,20250101,20251231,,,,,,,,,0,N,19,39,N,0055003,0043001,0,0,,충청남도에 거주하거나 거주할 예정인 청년 등,,750,6440000,충청남도,0000000,충청남도,6440000,충청남도,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,,2025-07-15 21:58:36,2026-01-01 00:00:00,0014010,주거
20250710005400211165,1,002,007,016,0054002,0042013,0044002,주거취약계층 부동산 중개보수 지원,주거지원,경제적으로 어려운 주거취약계층에게 주거 이전에 따른 주택 중개보수 비용 일부를 지원하여 경제적 부담 경감,주거,주택 및 거주지,주거취약계층 부동산 중개보수료 지원(30만원이내),6290945,토지정보과,,       ,,,Y,0057001,0056001,20250101,20251231,,광주광역시 소재지 관할 자치구(부동산 담당 부서 및 동 행정복지센터)로 방문,,,"공통 : 신청서, 거래계약서, 주민등록등본, 중개보수 영수증, 본인 또는 가족 통장 사본(수급자통장 제외)
수급자 : 관련 증명서
신혼부부 : 혼인관계 증명서, 건강보험료 납부영수증","동구 민원토지과 : 062-608-3193
서구 토지정보과 : 062-360-7476
남구 토지정보과 : 062-607-3253
북구 토지정보과 : 062-410-6253
광산구 부동산지적과 : 062-960-8274",,,0,N,0,0,Y,0055003,0043003,0,0,"기초생활수급자, 차상위계층, 한부모가정, 중위소득 100% 이하 신혼부부","기초생활수급자, 차상위계층, 한부모가정, 중위소득 100% 이하 신혼부부(1회에 한하여 지원)",,88,6290000,광주광역시,0000000,광주광역시,6290000,광주광역시,"29110,29140,29155,29170,29200",0011009,0013010,0049010,20250101 ~ 20251231,2025-07-10 12:39:26,2025-07-10 15:42:34,0014010,주거
20250618005400111008,1,002,005,010,0054001,0042001,0044002,도심융합특구 조성,주거지원,지방 도심에 청년인재 정착과 지역발전을 위한 산업·주거·문화 등 복합혁신공간(도심융합특구) 조성,주거,주택 및 거주지,지방 광역시(5곳)에 도심융합특구를 조성하기 위하여 기본계획·실시계획 수립비 지원,1613000,국토교통부,,       ,,,N,0057003,0056002,        ,        ,'21년~계속,,,,,,,,0,N,0,0,Y,0055003,0043001,0,0,,,,456,1613000,국토교통부,0000000,국토교통부,1613000,국토교통부,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,,2025-06-18 10:24:05,2026-01-01 00:00:00,0014010,주거
20250618005400111006,1,002,008,017,0054001,0042013,0044002,공유주택 펀드투자,주거지원,대학생·청년 등 1인 가구 맞춤형 민간 공유주택 활성화 지원,주거,주택 및 거주지,"도심 내 공유주택을 운영하거나 공유서비스를 제공하는 스타트업, 사회적 기업 등에 장기 자금지원을 위한 펀드 조성",1613000,국토교통부,,       ,,,N,0057003,0056002,        ,        ,'20년~계속,,,,,,,,0,N,0,0,Y,0055003,0043001,0,0,,,,942,1613000,국토교통부,0000000,국토교통부,1613000,국토교통부,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,,2025-06-18 10:16:26,2026-01-01 00:00:00,0014010,주거
